Gene	Des	score	species	GO_description
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular aromatic compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of macromolecule metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of nucleobase-containing compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	organic substance metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular nitrogen compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	nitrogen compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of RNA metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular nitrogen compound biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	gene expression
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	biological regulation
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of transcription, DNA-templated
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	nucleic acid-templated transcription
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	macromolecule metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	biological_process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	heterocycle biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of primary metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	RNA biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of cellular metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of nucleic acid-templated transcription
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular macromolecule metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of nitrogen compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	organic cyclic compound biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of cellular macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of cellular process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of cellular process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of biological process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	heterocycle metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	nucleobase-containing compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	aromatic compound biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of nitrogen compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of cellular macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	nucleobase-containing compound biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	primary metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	organic substance biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of RNA metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of RNA biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of nucleic acid-templated transcription
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of gene expression
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of cellular biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	organic cyclic compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of macromolecule metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	RNA metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of biological process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	nucleic acid metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	transcription, DNA-templated
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of RNA biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular aromatic compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of macromolecule metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of nucleobase-containing compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of cellular metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	organic substance metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular nitrogen compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of transcription, DNA-templated
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of gene expression
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	nitrogen compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of nucleobase-containing compound metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	regulation of RNA metabolic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular macromolecule biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	cellular nitrogen compound biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	gene expression
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	negative regulation of cellular biosynthetic process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	biological regulation
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to abscisic acid
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to endogenous stimulus
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	biological_process
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to oxygen-containing compound
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to alcohol
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to organic substance
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to acid chemical
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to chemical
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to stimulus
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to lipid
Glyma.02G026700	Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).	0.45212094414109577	C. gregata	response to hormone
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of transcription, DNA-templated
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleic acid-templated transcription
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	macromolecule metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	biological_process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	heterocycle biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of primary metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	RNA biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of nucleic acid-templated transcription
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular macromolecule metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	organic cyclic compound biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular macromolecule biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	heterocycle metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleobase-containing compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	aromatic compound biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of nitrogen compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleobase-containing compound biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	primary metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	organic substance biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of RNA biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of gene expression
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	organic cyclic compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	RNA metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of biological process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleic acid metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	transcription, DNA-templated
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular aromatic compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of macromolecule metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of nucleobase-containing compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	organic substance metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular nitrogen compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	macromolecule biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nitrogen compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of macromolecule biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of RNA metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular macromolecule biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular nitrogen compound biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	gene expression
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	biological regulation
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of transcription, DNA-templated
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleic acid-templated transcription
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of macromolecule biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	macromolecule metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	biological_process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	heterocycle biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of primary metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	RNA biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of nucleic acid-templated transcription
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular macromolecule metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of nitrogen compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	organic cyclic compound biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular macromolecule biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of cellular process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of biological process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	heterocycle metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleobase-containing compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	aromatic compound biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of nitrogen compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of cellular macromolecule biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleobase-containing compound biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	primary metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	organic substance biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of RNA metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of RNA biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of nucleic acid-templated transcription
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of gene expression
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of cellular biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	organic cyclic compound metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of macromolecule metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	RNA metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of biological process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	nucleic acid metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	transcription, DNA-templated
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	negative regulation of RNA biosynthetic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	regulation of metabolic process
Glyma.02G026700	SIN3-like 4	0.45212094414109577	C. gregata	cellular aromatic compound metabolic process
